snapshot_utc,snapshot_date,snapshot_kind,event,deadline_time,id,web_name,team,position,now_cost,cost_change_event,cost_change_start,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,form,event_points,total_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,defensive_contribution,clearances_blocks_interceptions,tackles,recoveries,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,ep_this,ep_next
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,1,Raya,ARS,GKP,60,0,0,37.8,25235,18661,25235,18661,a,,,,,,,,6.0,6,6,90,1,0,0,1,0,1,0,1,0,8,0.00,0.00,0.00,0.20,4.0,4.0
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,2,Arrizabalaga,ARS,GKP,50,0,0,0.1,107,483,107,483,a,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.6,2.6
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,3,Meslier,ARS,GKP,50,0,0,0.0,40,171,40,171,a,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.6,2.6
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,4,Gabriel,ARS,DEF,80,0,0,29.6,15664,31191,15664,31191,a,,,,,,,,5.0,5,5,90,1,0,0,1,0,0,4,4,0,2,0.05,0.01,0.06,0.20,4.0,4.0
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,5,J.Timber,ARS,DEF,65,0,0,0.1,148,1204,148,1204,i,Groin injury - Unknown return date,2026-07-23T12:01:23.272929Z,0,0,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,6,Saliba,ARS,DEF,60,0,0,0.3,374,2843,374,2843,i,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,0,0,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,7,Lewis-Skelly,ARS,MID,55,0,0,0.7,3826,2497,3826,2497,a,,,,,,,,3.0,3,3,90,1,0,0,1,0,0,7,1,1,5,0.06,0.11,0.17,0.20,2.0,2.0
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,8,Calafiori,ARS,DEF,55,0,0,40.3,112355,9616,112355,9616,a,,,,,,,,9.0,9,9,80,1,0,1,1,0,0,5,4,1,1,0.04,0.09,0.13,0.06,2.5,2.5
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,9,Hincapie,ARS,DEF,55,0,0,1.7,1497,15551,1497,15551,a,,,,,,,,1.0,1,1,9,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.15,2.5,2.5
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,10,White,ARS,DEF,55,0,0,5.1,37655,4497,37655,4497,a,,2026-07-23T12:01:23.305229Z,100,100,,,,11.0,11,11,90,1,0,1,1,0,0,5,4,1,3,0.18,0.21,0.39,0.20,2.5,2.5
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,11,Mosquera,ARS,DEF,55,0,0,6.2,6063,11541,6063,11541,a,,,,,,,,6.0,6,6,90,1,0,0,1,0,0,6,6,0,3,0.00,0.00,0.00,0.20,2.5,2.5
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,12,Saka,ARS,MID,95,0,0,9.9,25747,5510,25747,5510,a,,,,,1,2,2,9.0,9,9,67,1,1,0,1,0,0,7,2,1,4,0.64,0.08,0.72,0.06,3.2,3.2
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,13,Rice,ARS,MID,75,0,0,17.9,12570,42727,12570,42727,a,,,,,,1,1,3.0,3,3,67,1,0,0,1,0,0,6,3,0,3,0.07,0.08,0.15,0.06,2.6,2.6
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,14,Eze,ARS,MID,65,0,0,2.0,1770,15161,1770,15161,a,,,,,,3,,1.0,1,1,14,0,0,0,0,0,0,2,0,0,2,0.04,0.00,0.04,0.15,2.3,2.3
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,15,Ødegaard,ARS,MID,65,0,0,9.5,90557,6797,90557,6797,a,,,,,3,,4,11.0,11,11,75,1,1,0,1,0,0,8,1,3,4,0.21,0.10,0.31,0.06,2.3,2.3
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,16,Madueke,ARS,MID,65,0,0,0.3,373,2581,373,2581,a,,,,,,,6,1.0,1,1,22,0,0,0,0,0,0,2,0,0,2,0.00,0.04,0.04,0.15,2.3,2.3
2026-08-23T22:49:40+00:00,2026-08-23,daily,2,2026-08-28T17:30:00Z,17,Merino,ARS,MID,60,0,0,0.7,978,5448,978,5448,a,,,,,,,,1.0,1,1,14,0,0,0,0,0,0,2,0,0,2,0.14,0.02,0.16,0.15,2.2,2.2
