snapshot_utc,snapshot_date,snapshot_kind,event,deadline_time,id,web_name,team,position,now_cost,cost_change_event,cost_change_start,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,form,event_points,total_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,defensive_contribution,clearances_blocks_interceptions,tackles,recoveries,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,ep_this,ep_next
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,1,Raya,ARS,GKP,60,0,0,38.7,71140,52155,382822,362861,a,,,,,,,,5.0,3,15,270,3,0,0,2,1,5,0,4,0,30,0.00,0.01,0.01,0.92,5.0,5.0
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,2,Arrizabalaga,ARS,GKP,49,-1,-1,0.1,150,309,1071,2912,a,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,3,Meslier,ARS,GKP,49,-1,-1,0.0,56,131,329,1082,a,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,4,Gabriel,ARS,DEF,80,0,0,25.2,17070,74320,122718,544070,a,,,,,,,,5.0,2,15,270,3,0,0,2,1,0,21,19,2,11,0.49,0.05,0.54,0.92,5.0,5.0
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,5,J.Timber,ARS,DEF,65,0,0,0.1,291,554,1241,6099,d,Groin injury - 25% chance of playing,2026-07-23T12:01:23.272929Z,25,25,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,6,Saliba,ARS,DEF,60,0,0,0.2,381,1494,2329,13792,i,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,0,0,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,7,Lewis-Skelly,ARS,MID,55,0,0,0.7,2836,3257,21378,25798,a,,,,,,,,2.7,2,8,226,3,0,0,2,1,0,14,5,1,8,0.16,0.23,0.39,0.79,2.7,2.7
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,8,Calafiori,ARS,DEF,57,0,2,46.8,152527,24146,978111,184335,a,,,,,,,,7.3,2,22,236,3,0,2,2,1,0,9,6,3,6,0.54,0.58,1.12,0.65,7.3,7.3
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,9,Hincapie,ARS,DEF,53,-1,-2,1.1,1538,6933,9873,83620,a,,,,,,,,0.7,1,2,32,0,0,0,0,0,0,3,2,1,0,0.00,0.00,0.00,0.28,0.7,0.7
2026-09-07T00:13:54+00:00,2026-09-06,daily,4,2026-09-12T12:30:00Z,10,White,ARS,DEF,55,0,0,7.7,44476,34396,352712,176827,a,,2026-07-23T12:01:23.305229Z,100,100,,,,6.7,2,20,270,3,0,1,2,1,0,15,11,4,9,0.18,0.29,0.47,0.92,6.7,6.7
