snapshot_utc,snapshot_date,snapshot_kind,event,deadline_time,id,web_name,team,position,now_cost,cost_change_event,cost_change_start,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,form,event_points,total_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,defensive_contribution,clearances_blocks_interceptions,tackles,recoveries,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,ep_this,ep_next
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,1,Raya,ARS,GKP,60,0,0,38.6,32069,19706,343751,330412,a,,,,,,,,4.0,0,12,180,2,0,0,2,0,1,0,2,0,19,0.00,0.00,0.00,0.53,4.0,4.0
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,2,Arrizabalaga,ARS,GKP,49,-1,-1,0.1,89,145,1010,2748,a,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,3,Meslier,ARS,GKP,49,-1,-1,0.0,42,59,315,1010,a,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,4,Gabriel,ARS,DEF,80,0,0,25.6,6962,29211,112610,498961,a,,,,,,,,4.3,0,13,180,2,0,0,2,0,0,14,12,2,7,0.18,0.03,0.21,0.53,4.3,4.3
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,5,J.Timber,ARS,DEF,65,0,0,0.1,163,271,1113,5816,d,Groin injury - 25% chance of playing,2026-07-23T12:01:23.272929Z,25,25,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,6,Saliba,ARS,DEF,60,0,0,0.2,197,767,2145,13065,i,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,0,0,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,7,Lewis-Skelly,ARS,MID,55,0,0,0.7,1286,1236,19828,23777,a,,,,,,,,2.0,0,6,160,2,0,0,2,0,0,12,5,1,6,0.13,0.13,0.26,0.53,2.0,2.0
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,8,Calafiori,ARS,DEF,57,0,2,46.1,66483,7424,892067,167613,a,,,,,,,,6.7,0,20,170,2,0,2,2,0,0,8,6,2,5,0.15,0.55,0.70,0.39,6.7,6.7
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,9,Hincapie,ARS,DEF,53,-1,-2,1.2,778,2835,9113,79522,a,,,,,,,,0.3,0,1,9,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.15,0.3,0.3
2026-09-06T00:09:12+00:00,2026-09-05,daily,4,2026-09-12T12:30:00Z,10,White,ARS,DEF,55,0,0,7.7,23532,13810,331768,156241,a,,2026-07-23T12:01:23.305229Z,100,100,,,,6.0,0,18,180,2,0,1,2,0,0,9,7,2,5,0.18,0.26,0.44,0.53,6.0,6.0
