snapshot_utc,snapshot_date,snapshot_kind,event,deadline_time,id,web_name,team,position,now_cost,cost_change_event,cost_change_start,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,form,event_points,total_points,minutes,ep_this,ep_next
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,124,Groß,BHA,MID,55,0,0,2.3,0,0,0,0,a,,,,,,,5,0.0,0,78,1636,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,125,Georginio,BHA,FWD,55,0,0,0.7,0,0,0,0,a,,,,,,,,0.0,0,87,1776,,1.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,126,O'Riley,BHA,MID,55,0,0,0.1,0,0,0,0,a,,,,,2,,,0.0,0,16,202,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,127,Gomez,BHA,MID,50,0,0,2.0,0,0,0,0,a,,,,,,5,,0.0,0,97,2117,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,128,Buonanotte,BHA,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,3,81,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,129,Ayari,BHA,MID,55,0,0,0.6,0,0,0,0,a,,,,,,2,8,0.0,0,98,1921,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,130,Wieffer,BHA,DEF,50,0,0,0.3,0,0,0,0,a,,,,,,,,0.0,0,94,1901,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,131,Baleba,BHA,MID,50,0,0,0.6,0,0,0,0,a,,,,,,,,0.0,0,56,1646,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,132,Howell,BHA,MID,45,0,0,0.3,0,0,0,0,a,,,,,,,,0.0,0,4,92,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,133,Watson,BHA,MID,50,0,0,0.0,0,0,0,0,a,,,,,,,,0.0,0,5,57,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,134,Oriola,BHA,MID,45,0,0,0.2,0,0,0,0,a,,,,,,,,0.0,0,1,1,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,135,Yohanna,BHA,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,136,Welbeck,BHA,FWD,60,0,0,3.0,0,0,0,0,a,,,,,1,1,,0.0,0,126,2249,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,137,Tzimas,BHA,FWD,55,0,0,0.1,0,0,0,0,d,Knee injury - 75% chance of playing,2026-07-23T12:01:23.432796Z,,75,,,,0.0,0,16,132,,1.3
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,138,Kostoulas,BHA,FWD,55,0,0,0.3,0,0,0,0,a,,,,,,,,0.0,0,35,351,,1.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,139,Ferguson,BHA,FWD,50,0,0,0.0,0,0,0,0,i,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,,0,,,,0.0,0,0,0,,0.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,328,Struijk,BHA,DEF,50,0,0,0.5,0,0,0,0,a,,,,,,,,0.0,0,108,2935,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,504,Vuskovic,BHA,DEF,50,0,0,2.7,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,40,Rogers,CHE,MID,75,0,0,33.3,0,0,0,0,a,,,,,,,,0.0,0,169,3280,,2.6
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,140,Sánchez,CHE,GKP,50,0,0,2.0,0,0,0,0,a,,,,,,,,0.0,0,113,3040,,2.6
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,141,Jörgensen,CHE,GKP,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,9,378,,2.6
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,142,James,CHE,DEF,55,0,0,8.1,0,0,0,0,a,,,,,,1,5,0.0,0,115,1957,,2.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,143,Chalobah,CHE,DEF,55,0,0,2.1,0,0,0,0,a,,,,,,,,0.0,0,136,2780,,2.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,144,Gusto,CHE,DEF,50,0,0,1.2,0,0,0,0,a,,,,,,,,0.0,0,96,2255,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,145,Fofana,CHE,DEF,50,0,0,0.0,0,0,0,0,s,Suspended until 6 Sep,2026-07-23T12:01:23.464591Z,,0,,,,0.0,0,65,1718,,0.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,146,B.Badiashile,CHE,DEF,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,7,470,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,147,Tosin,CHE,DEF,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,34,788,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,148,Hato,CHE,DEF,45,0,0,1.6,0,0,0,0,a,,,,,,,,0.0,0,19,1139,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,149,Colwill,CHE,DEF,50,0,0,2.1,0,0,0,0,a,,,,,,,,0.0,0,8,225,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,150,M.Sarr,CHE,DEF,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,3,100,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,151,Acheampong,CHE,DEF,45,0,0,0.2,0,0,0,0,a,,,,,,,,0.0,0,39,657,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,152,Palestra,CHE,DEF,55,0,0,1.6,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,153,Disasi,CHE,DEF,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,154,Palmer,CHE,MID,95,0,0,13.2,0,0,0,0,a,,,,,1,3,,0.0,0,114,1954,,3.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,155,Enzo,CHE,MID,70,0,0,5.1,0,0,0,0,a,,,,,2,2,7,0.0,0,157,3114,,2.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,156,Neto,CHE,MID,65,0,0,1.2,0,0,0,0,a,,,,,,4,6,0.0,0,125,2629,,2.3
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,157,Estêvão,CHE,MID,65,0,0,1.4,0,0,0,0,a,,,,,3,,8,0.0,0,58,839,,2.3
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,158,Gittens,CHE,MID,60,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,25,486,,2.1
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,159,Caicedo,CHE,MID,55,0,0,3.8,0,0,0,0,a,,,,,,,,0.0,0,110,2796,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,161,Lavia,CHE,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,13,374,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,163,D.Essugo,CHE,MID,45,0,0,0.2,0,0,0,0,a,,,,,,,,0.0,0,1,26,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,164,Quenda,CHE,MID,55,0,0,0.1,0,0,0,0,d,Unspecified injury - 75% chance of playing,2026-07-24T20:30:10.609931Z,,75,,,,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,165,João Pedro,CHE,FWD,75,0,0,50.4,0,0,0,0,a,,,,,,,,0.0,0,177,2658,,2.3
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,166,N.Jackson,CHE,FWD,65,0,0,0.4,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.1
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,167,Delap,CHE,FWD,55,0,0,0.5,0,0,0,0,a,,,,,4,,,0.0,0,45,1092,,1.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,168,Marc Guiu,CHE,FWD,50,0,0,0.5,0,0,0,0,a,,,,,,,,0.0,0,13,265,,1.4
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,169,Mheuka,CHE,FWD,45,0,0,0.4,0,0,0,0,a,,,,,,,,0.0,0,1,1,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,170,Emegha,CHE,FWD,50,0,0,0.3,0,0,0,0,d,Hamstring injury - 75% chance of playing,2026-07-24T20:30:10.622380Z,,75,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,560,Penders,CHE,GKP,45,0,0,0.0,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,561,Anselmino,CHE,DEF,45,0,0,0.0,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,104,Onyeka,COV,MID,50,0,0,0.2,0,0,0,0,a,,,,,,,,0.0,0,12,88,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,171,Dovin,COV,GKP,40,0,0,3.4,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,172,Wilson,COV,GKP,45,0,0,0.7,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,173,Thomas,COV,DEF,40,0,0,5.9,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,174,Kitching,COV,DEF,40,0,0,0.4,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,175,van Ewijk,COV,DEF,40,0,0,17.0,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,176,Dasilva,COV,DEF,40,0,0,0.5,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,177,Kesler-Hayden,COV,DEF,40,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,178,Bidwell,COV,DEF,40,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,179,Latibeaudiere,COV,DEF,40,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,180,Woolfenden,COV,DEF,40,0,0,0.3,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,181,Brau,COV,DEF,40,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,182,Amenda,COV,DEF,40,0,0,0.5,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,183,Rudoni,COV,MID,50,0,0,0.3,0,0,0,0,d,Shoulder injury - 75% chance of playing,2026-07-23T12:01:23.481435Z,,75,,1,5,0.0,0,0,0,,1.1
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,184,Grimes,COV,MID,50,0,0,0.2,0,0,0,0,a,,,,,3,,4,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,185,Sakamoto,COV,MID,50,0,0,0.2,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,186,Mason-Clark,COV,MID,55,0,0,0.3,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,187,Eccles,COV,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,188,Torp,COV,MID,55,0,0,0.2,0,0,0,0,a,,,,,2,2,6,0.0,0,0,0,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,189,Shepherd,COV,MID,45,0,0,0.3,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,190,Tchaouna,COV,MID,55,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,191,Borges Rodrigues,COV,MID,45,0,0,0.2,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,192,Andrews,COV,MID,45,0,0,0.7,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,193,Wright,COV,FWD,55,0,0,1.8,0,0,0,0,a,,,,,1,,,0.0,0,0,0,,1.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,194,Thomas-Asante,COV,FWD,50,0,0,1.0,0,0,0,0,a,,,,,4,,,0.0,0,0,0,,1.4
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,195,Simms,COV,FWD,50,0,0,0.7,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.4
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,196,Markelo,COV,FWD,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.4
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,197,Bassette,COV,FWD,45,0,0,1.6,0,0,0,0,u,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,,0,,,,0.0,0,0,0,,0.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,198,Henderson,CRY,GKP,50,0,0,3.1,0,0,0,0,a,,,,,,,,0.0,0,131,3330,,2.6
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,199,Benitez,CRY,GKP,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,7,90,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,200,Lacroix,CRY,DEF,60,0,0,12.0,0,0,0,0,a,,,,,,,,0.0,0,154,3085,,2.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,201,Muñoz,CRY,DEF,55,0,0,12.3,0,0,0,0,a,,,,,,,,0.0,0,136,2400,,2.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,202,Richards,CRY,DEF,50,0,0,0.8,0,0,0,0,a,,,,,,,,0.0,0,128,2825,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,203,Canvot,CRY,DEF,50,0,0,0.5,0,0,0,0,a,,,,,,,,0.0,0,72,1331,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,204,Mitchell,CRY,DEF,45,0,0,7.4,0,0,0,0,a,,,,,,,,0.0,0,135,3253,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,205,Sosa,CRY,DEF,45,0,0,0.0,0,0,0,0,a,,,,,,,,0.0,0,6,99,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,206,Chadi Riad,CRY,DEF,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,20,550,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,207,Mingueza,CRY,DEF,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,208,Sarr,CRY,MID,65,0,0,11.3,0,0,0,0,a,,,,,2,,,0.0,0,117,2173,,2.3
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,209,Johnson,CRY,MID,60,0,0,0.2,0,0,0,0,a,,,,,,2,,0.0,0,65,1710,,2.1
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,210,Wharton,CRY,MID,55,0,0,0.2,0,0,0,0,d,Ankle injury - 75% chance of playing,2026-07-23T12:01:23.498963Z,,75,,,5,0.0,0,112,2552,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,211,Yeremy,CRY,MID,55,0,0,0.2,0,0,0,0,a,,,,,,1,6,0.0,0,77,2074,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,212,Hughes,CRY,MID,45,0,0,10.4,0,0,0,0,a,,,,,,,7,0.0,0,45,1560,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,213,Lerma,CRY,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,69,1722,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,214,Kamada,CRY,MID,50,0,0,0.3,0,0,0,0,a,,,,,,,8,0.0,0,67,1899,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,215,Devenny,CRY,MID,50,0,0,0.0,0,0,0,0,a,,,,,3,3,,0.0,0,36,785,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,216,Esse,CRY,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,4,40,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,217,M.França,CRY,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,218,Doucouré,CRY,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,219,J.Rak-Sakyi,CRY,MID,50,0,0,0.0,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,220,Cardines,CRY,DEF,45,0,0,0.0,0,0,0,0,a,,,,,,,,0.0,0,2,90,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,221,Drakes-Thomas,CRY,MID,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,2,7,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,222,Strand Larsen,CRY,FWD,60,0,0,0.6,0,0,0,0,a,,,,,,,,0.0,0,75,2301,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,223,Mateta,CRY,FWD,65,0,0,7.5,0,0,0,0,a,,,,,1,,,0.0,0,114,2210,,2.1
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,224,Nketiah,CRY,FWD,55,0,0,0.4,0,0,0,0,a,,,,,,,,0.0,0,23,414,,1.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,225,Uche,CRY,FWD,50,0,0,0.0,0,0,0,0,u,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,,0,,,,0.0,0,17,159,,0.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,555,Matthews,CRY,GKP,40,0,0,1.7,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,226,Pickford,EVE,GKP,55,0,0,8.9,0,0,0,0,a,,,,,,,,0.0,0,135,3420,,3.3
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,227,Travers,EVE,GKP,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.6
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,228,King,EVE,GKP,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,229,Tarkowski,EVE,DEF,60,0,0,10.0,0,0,0,0,a,,,,,,,,0.0,0,170,3330,,2.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,230,Branthwaite,EVE,DEF,55,0,0,2.0,0,0,0,0,a,,,,,,,,0.0,0,32,678,,2.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,231,Keane,EVE,DEF,50,0,0,1.5,0,0,0,0,a,,,,,,,,0.0,0,131,2588,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,232,O'Brien,EVE,DEF,50,0,0,0.5,0,0,0,0,a,,,,,,,,0.0,0,116,3118,,2.2
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,233,Mykolenko,EVE,DEF,45,0,0,1.5,0,0,0,0,a,,,,,,,,0.0,0,95,2959,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,234,Patterson,EVE,DEF,45,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,22,238,,1.7
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,235,Aznou,EVE,DEF,40,0,0,0.2,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,236,Dewsbury-Hall,EVE,MID,65,0,0,4.2,0,0,0,0,a,,,,,,,5,0.0,0,151,2629,,2.3
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,237,Ndiaye,EVE,MID,60,0,0,20.6,0,0,0,0,a,,,,,1,,,0.0,0,128,2781,,2.1
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,239,Garner,EVE,MID,60,0,0,1.6,0,0,0,0,i,Groin injury - Expected back 22 Aug,2026-07-25T14:30:10.455878Z,,0,3,1,4,0.0,0,159,3413,,0.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,240,Iroegbunam,EVE,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,68,1477,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,241,McNeil,EVE,MID,55,0,0,0.1,0,0,0,0,a,,,,,,2,6,0.0,0,53,1161,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,242,George,EVE,MID,55,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,16,351,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,243,Alcaraz,EVE,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,29,679,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,244,Armstrong,EVE,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,21,524,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,245,Dibling,EVE,MID,55,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,18,349,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,246,Röhl,EVE,MID,50,0,0,0.1,0,0,0,0,a,,,,,,,,0.0,0,36,675,,1.5
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,247,Hackney,EVE,MID,55,0,0,0.3,0,0,0,0,a,,,,,,,,0.0,0,0,0,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,248,Beto,EVE,FWD,55,0,0,3.4,0,0,0,0,a,,,,,4,,,0.0,0,104,1551,,1.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,249,Barry,EVE,FWD,55,0,0,1.0,0,0,0,0,a,,,,,2,,,0.0,0,95,1898,,1.8
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,250,Leno,FUL,GKP,45,0,0,3.2,0,0,0,0,a,,,,,,,,0.0,0,122,3420,,2.0
2026-07-28T15:39:23+00:00,2026-07-28,daily,1,2026-08-21T17:30:00Z,251,Lecomte,FUL,GKP,40,0,0,1.5,0,0,0,0,a,,,,,,,,0.0,0,0,0,,1.0
